sentence,label,wc,sscore,nega,prosing,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
now that the south african variant and brazil variant has been found here i am so nervous that this pandemic will be bad even through 2022,Yes,25,-0.38,12,4,1.92,35.01,17.46,1,26,23.08,76.92,61.54,15.38,3.85,3.85,0,0,0,0,11.54,3.85,3.85,19.23,15.38,7.69,0,23.08,3.85,0,0,3.85,0,7.69,0,7.69,3.85,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,3.85,7.69,15.38,3.85,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am still going to take it whit reluctance after that yolo i guess i mean a year is a long time to spend doing nothing and after that i guess i will still have 4 years till life becomes boring,Yes,40,-0.284604989,5,12.5,27.63,7.18,99,1,41,7.32,92.68,60.98,19.51,12.2,12.2,0,0,0,0,7.32,4.88,12.2,14.63,4.88,4.88,2.44,29.27,9.76,4.88,0,2.44,0,4.88,0,4.88,2.44,0,0,0,0,0,0,0,12.2,4.88,0,0,4.88,2.44,0,0,0,0,0,2.44,0,2.44,0,0,4.88,0,0,0,2.44,2.44,0,21.95,4.88,24.39,2.44,2.44,19.51,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i fear the media will not release us from their grip of fear easily if ever and i will get stuck with longterm ptsd,Yes,24,-0.357217254,12.5,8.333333333,38.6,20.24,48.89,1,24,8.33,83.33,58.33,16.67,16.67,8.33,4.17,0,0,4.17,0,4.17,12.5,8.33,4.17,8.33,4.17,16.67,0,0,0,0,0,12.5,4.17,8.33,8.33,0,0,8.33,0,0,0,0,12.5,0,0,4.17,4.17,4.17,8.33,4.17,0,0,4.17,0,0,0,0,0,8.33,4.17,0,0,4.17,0,4.17,4.17,8.33,8.33,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i was hoping to have a good summer and go back to university but now i doubt that is happening and i am gonna have to stay home again without seeing any friends for the next year,Yes,37,-0.318424399,5.405405405,8.108108108,40.48,8.84,99,75.85,37,10.81,100,59.46,10.81,8.11,8.11,0,0,0,0,2.7,5.41,13.51,13.51,8.11,8.11,2.7,29.73,2.7,0,0,0,2.7,8.11,5.41,2.7,2.7,0,0,2.7,0,2.7,0,0,13.51,0,0,2.7,8.11,0,5.41,2.7,2.7,0,0,0,0,0,0,0,8.11,2.7,0,0,2.7,2.7,2.7,18.92,5.41,27.03,8.11,5.41,18.92,2.7,0,2.7,0,0,0,2.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feeling unmotivated lazy hopeless and depressed,Yes,6,-1.428869017,66.66666667,0,62.04,50,23.51,1,6,66.67,83.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,50,0,50,0,0,33.33,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am angry sad lonely and hopeless,Yes,7,-1.133893419,57.14285714,14.28571429,5.89,7.67,13.15,1,7,14.29,100,42.86,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,28.57,0,0,0,0,57.14,0,57.14,0,14.29,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel betrayed endangered and livid,Yes,6,-1.122682799,50,16.66666667,18.82,4.8,98.01,25.77,6,33.33,50,33.33,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am 23 and barely functional at points because of my mental health issues severely worsened by the restrictions that have been imposed and stress induced and psychosomatic illness,Yes,28,-1.114995195,17.85714286,7.142857143,41.01,24.51,11.5,1,29,31.03,75.86,51.72,10.34,6.9,6.9,0,0,0,0,3.45,3.45,10.34,10.34,3.45,13.79,0,13.79,3.45,0,0,3.45,0,10.34,0,10.34,3.45,0,0,0,0,0,0,0,10.34,3.45,6.9,0,3.45,0,0,0,0,0,0,6.9,0,6.9,0,0,0,0,0,0,0,0,3.45,6.9,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am a selfish nogood peice of shit scumbag who deserves to get covid and die,Yes,16,-0.875,25,6.25,85.32,26.6,1,1,16,18.75,75,43.75,12.5,6.25,6.25,0,0,0,0,6.25,6.25,12.5,6.25,0,6.25,0,18.75,0,0,6.25,0,0,12.5,0,12.5,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,12.5,0,0,6.25,6.25,0,0,18.75,0,0,0,0,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i hate the phone i hate video calls i am sick and tired of pathetic empty text messages that are about nothing,Yes,22,-0.852802865,27.27272727,13.63636364,32.58,32.48,31.94,1,22,13.64,95.45,50,18.18,13.64,13.64,0,0,0,0,4.55,4.55,9.09,9.09,4.55,4.55,4.55,18.18,18.18,0,0,0,0,22.73,0,22.73,0,9.09,9.09,13.64,0,0,0,0,4.55,0,0,0,0,4.55,0,9.09,4.55,4.55,0,9.09,0,9.09,0,0,13.64,4.55,4.55,4.55,0,0,0,18.18,0,4.55,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am way more neurotic unemployed lonely and basically feel as if i live a numb life and the times i do feel my heart is just intensely sad and nostalgic,Yes,31,-0.84414492,19.35483871,12.90322581,14.95,5.36,78.86,1,31,16.13,90.32,51.61,12.9,12.9,12.9,0,0,0,0,0,6.45,3.23,9.68,6.45,16.13,0,19.35,9.68,6.45,0,0,3.23,9.68,0,9.68,3.23,0,6.45,0,0,0,0,0,9.68,6.45,0,3.23,3.23,0,3.23,6.45,0,0,6.45,9.68,3.23,6.45,0,0,0,0,0,0,0,0,0,19.35,0,6.45,0,3.23,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so miserable most nights i will end up crying and having to talk to my parents who threaten to pull me out of school,Yes,26,-0.519707758,11.53846154,15.38461538,54.88,35.01,98.79,1,26,11.54,100,61.54,19.23,15.38,15.38,0,0,0,0,3.85,0,23.08,11.54,3.85,7.69,0,19.23,3.85,3.85,3.85,0,3.85,11.54,0,11.54,7.69,3.85,7.69,11.54,3.85,0,0,0,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,0,7.69,0,3.85,0,7.69,3.85,19.23,3.85,7.69,7.69,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so depressed my late teenstwenties have been nothing but shit so far,Yes,14,-0.785079898,21.42857143,14.28571429,1,1,99,1,14,21.43,92.86,64.29,14.29,14.29,14.29,0,0,0,0,0,0,0,21.43,14.29,21.43,7.14,21.43,14.29,0,0,0,0,14.29,0,14.29,0,7.14,7.14,0,0,0,0,0,14.29,0,0,0,0,7.14,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,14.29,0,14.29,0,7.14,7.14,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i guess being overweight really sucks ass especially when working out with a mask on,Yes,15,-0.735866836,20,6.666666667,70.69,1,98.01,1,15,20,93.33,60,6.67,6.67,6.67,0,0,0,0,0,6.67,20,6.67,20,6.67,0,26.67,6.67,0,6.67,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,20,0,0,0,6.67,6.67,6.67,0,0,0,0,13.33,6.67,6.67,0,6.67,6.67,0,6.67,0,0,0,0,13.33,0,20,0,13.33,6.67,6.67,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just a boring painful and hopeless time in my life that id rather not talk about,Yes,16,-0.725,18.75,6.25,11.86,1,95.6,1,16,12.5,100,62.5,18.75,12.5,12.5,0,0,0,0,6.25,6.25,12.5,6.25,18.75,6.25,6.25,6.25,6.25,0,0,0,0,18.75,0,18.75,0,0,6.25,6.25,0,0,0,0,12.5,0,0,6.25,0,0,12.5,6.25,0,0,6.25,12.5,0,12.5,0,0,6.25,0,0,6.25,0,0,0,6.25,0,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
then i just felt stupid and embarrassed and angry,Yes,9,-0.716666667,33.33333333,11.11111111,1,50,98.01,1,9,11.11,100,55.56,11.11,11.11,11.11,0,0,0,0,0,0,0,0,11.11,33.33,0,11.11,22.22,0,0,0,0,33.33,0,33.33,11.11,22.22,0,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sometimes it is hard to cry because i have become so withdrawn and numb,Yes,14,-0.681516167,28.57142857,7.142857143,1,23.75,52.86,1,14,21.43,85.71,64.29,14.29,7.14,7.14,0,0,0,0,7.14,0,7.14,21.43,7.14,21.43,0,28.57,7.14,0,0,0,0,7.14,0,7.14,0,0,7.14,0,0,0,0,0,21.43,7.14,7.14,0,7.14,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am scared to get infected mostly because i could infect my bf through my own stupidity,Yes,17,-0.67909975,23.52941176,23.52941176,15.27,3.89,28.81,1,17,23.53,94.12,58.82,23.53,23.53,23.53,0,0,0,0,0,0,11.76,11.76,5.88,5.88,0,17.65,5.88,0,0,0,0,11.76,0,11.76,5.88,5.88,0,5.88,0,5.88,0,5.88,17.65,0,5.88,5.88,5.88,0,0,0,0,0,0,11.76,0,11.76,0,0,11.76,5.88,0,0,5.88,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
after a year of feeling depressed i feel worse and now it feels hopeless,Yes,14,-0.668153105,21.42857143,7.142857143,83.81,23.75,99,1,14,21.43,100,50,14.29,7.14,7.14,0,0,0,0,7.14,7.14,14.29,0,7.14,7.14,0,21.43,14.29,14.29,0,0,0,21.43,0,21.43,0,0,14.29,0,0,0,0,0,21.43,21.43,0,0,0,0,0,21.43,0,0,21.43,0,0,0,0,0,14.29,0,0,7.14,0,7.14,0,28.57,0,21.43,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so fucking sick of waiting i am sick of having to work with constant fear and paranoia,Yes,19,-0.665305628,26.31578947,10.52631579,49.71,5.73,50.35,1,19,21.05,100,57.89,10.53,10.53,10.53,0,0,0,0,0,0,21.05,15.79,5.26,10.53,0,21.05,15.79,0,0,0,0,26.32,0,26.32,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,0,10.53,5.26,0,5.26,0,5.26,0,0,0,0,15.79,0,10.53,0,0,10.53,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but i am still worried and i feel like an idiot,Yes,11,-0.659556066,18.18181818,18.18181818,13.54,1,99,1,11,9.09,100,72.73,18.18,18.18,18.18,0,0,0,0,0,9.09,9.09,9.09,9.09,18.18,0,18.18,9.09,9.09,0,0,0,18.18,0,18.18,9.09,9.09,0,0,0,0,0,0,18.18,9.09,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,0,0,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i look ugly as hell too,Yes,6,-0.63278485,33.33333333,16.66666667,18.82,1,23.51,1,6,0,100,50,16.67,16.67,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,16.67,33.33,16.67,0,0,0,33.33,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
am i crazy for being livid??,Yes,6,-0.612372436,33.33333333,16.66666667,18.82,4.8,23.51,1,6,0,83.33,66.67,16.67,16.67,16.67,0,0,0,0,0,0,16.67,33.33,0,0,0,33.33,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0
i am just an anxious mess,Yes,6,-0.612372436,33.33333333,16.66666667,18.82,4.8,23.51,1,6,16.67,100,66.67,16.67,16.67,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,16.67,16.67,0,0,0,0,33.33,0,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now stupid me is extremely embarrassed when it comes to speaking and showing my face on cam so whenever i get called on i just have a literal panic attack,Yes,30,-0.597017588,13.33333333,13.33333333,5.51,36.95,98.01,1,30,20,93.33,60,16.67,13.33,13.33,0,0,0,0,3.33,3.33,10,6.67,20,13.33,0,20,3.33,0,6.67,0,0,13.33,0,13.33,6.67,6.67,0,10,0,0,0,0,3.33,0,0,0,0,3.33,0,6.67,3.33,3.33,0,3.33,3.33,0,0,0,6.67,0,0,3.33,3.33,0,3.33,16.67,0,20,3.33,6.67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this is a selfish vent,Yes,5,-0.559016994,40,0,52.71,50,1,1,5,20,80,60,20,0,0,0,0,0,0,20,20,0,20,0,0,0,20,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am mad i am so fucking mad honestly,Yes,9,-0.55,33.33333333,22.22222222,1,1,58.07,1,9,22.22,100,55.56,22.22,22.22,22.22,0,0,0,0,0,0,0,22.22,11.11,11.11,0,22.22,11.11,0,0,0,0,44.44,11.11,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have become a severely negative person and as this year progresses it is getting worse,Yes,16,-0.525,12.5,6.25,5.18,26.6,35.37,1,16,25,93.75,62.5,18.75,6.25,6.25,0,0,0,0,12.5,6.25,6.25,18.75,0,12.5,6.25,25,12.5,12.5,0,0,0,12.5,0,12.5,0,0,0,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,6.25,6.25,0,25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this feels so useless to bother writing here,Yes,8,-0.530330086,25,0,11.86,50,7.84,1,8,25,100,50,12.5,0,0,0,0,0,0,12.5,0,12.5,0,25,12.5,0,25,0,0,0,0,0,25,0,25,0,12.5,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
even though i suck at my job and i hate it not having good working memory has been scary and added to my issues,Yes,24,-0.510310363,16.66666667,16.66666667,1.92,1,98.01,1,24,4.17,95.83,62.5,20.83,16.67,16.67,0,0,0,0,4.17,0,8.33,12.5,8.33,12.5,4.17,25,4.17,0,0,0,4.17,16.67,4.17,12.5,4.17,8.33,0,0,0,0,0,0,12.5,4.17,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,12.5,0,4.17,0,8.33,0,8.33,12.5,0,4.17,0,4.17,0,8.33,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i 28 m am a very anxious person,Yes,7,-0.510252039,14.28571429,14.28571429,38.6,50,7.84,1,8,12.5,75,50,12.5,12.5,12.5,0,0,0,0,0,12.5,0,12.5,12.5,0,0,12.5,12.5,0,0,12.5,0,12.5,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the idiot super spreaders the anti maskers the deniers,Yes,9,-0.5,33.33333333,0,99,13.32,1,25.77,9,33.33,55.56,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,11.11,0,0,0,0,22.22,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am sorry this post is rather incoherent and sloppy,Yes,10,-0.474341649,30,10,1,2.31,43.37,1,10,10,80,60,20,10,10,0,0,0,0,10,0,0,20,10,10,0,20,10,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greek government is trash in a whole lot of issues and it really does not take care of it is citizens that is for sure,Yes,25,-0.44,12,0,52.71,21.18,6.7,99,25,8,88,60,12,0,0,0,0,0,0,12,4,16,16,4,4,4,24,0,0,0,0,8,8,8,0,0,0,0,4,0,0,0,0,16,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,24,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it is jarring that i have become this dumb in the last year,Yes,13,-0.346687623,15.38461538,7.692307692,10.57,6.21,99,1,13,7.69,92.31,69.23,30.77,7.69,7.69,0,0,0,0,23.08,7.69,7.69,23.08,0,0,0,23.08,7.69,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,23.08,0,7.69,15.38,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
god i am lazy,Yes,4,-0.375,25,25,1.92,1,74.76,1,4,0,100,50,25,25,25,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,25,25,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am happy for them but in my own life i am struggling and i feel selfish admitting how depressed i am,Yes,22,-0.373101254,13.63636364,22.72727273,1.92,3.48,99,1,22,18.18,95.45,63.64,27.27,27.27,22.73,0,0,0,4.55,0,0,9.09,13.64,4.55,13.64,0,22.73,4.55,0,4.55,0,0,18.18,4.55,13.64,4.55,0,4.55,9.09,0,0,0,0,18.18,9.09,4.55,0,0,0,4.55,4.55,0,0,4.55,4.55,0,4.55,0,0,4.55,0,0,4.55,0,0,0,18.18,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am tired of watching everyone my age get to go out and see their friends while i sit and rot alone with my thoughts,Yes,25,-0.37,12,16,41.39,34.44,99,1,25,16,96,56,24,20,16,0,0,0,4,4,0,16,4,0,12,0,24,8,0,0,0,0,4,0,4,0,0,4,12,0,4,0,0,8,4,0,0,0,4,0,8,8,0,0,4,0,4,0,0,12,4,0,4,4,0,0,20,0,20,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this nightmare is so far from ending in many parts of the world and i am broken,Yes,17,-0.363803438,11.76470588,5.882352941,59.32,27.83,91.95,1,17,5.88,94.12,58.82,11.76,5.88,5.88,0,0,0,0,5.88,5.88,17.65,11.76,5.88,11.76,0,11.76,11.76,0,0,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,23.53,0,17.65,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to be told i am being nuts with evidence and anything else will probably make me more upset,Yes,20,-0.357770876,10,15,8.69,6.7,43.37,1,20,15,95,60,20,15,15,0,0,0,0,5,0,10,20,5,5,0,35,10,5,0,0,5,5,0,5,5,0,0,5,0,0,0,0,30,5,5,5,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
let me start off by saying fuck instagram,Yes,8,-0.353553391,12.5,12.5,93.26,50,99,1,8,12.5,100,50,12.5,12.5,12.5,0,0,0,0,0,0,25,12.5,0,0,0,50,0,0,0,0,0,12.5,0,12.5,0,12.5,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,12.5,0,12.5,12.5,0,0,0,0,0,25,0,25,0,12.5,12.5,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what i am trying to say that being this lonely makes me sad and i feel like i am meaningless,Yes,20,-0.335410197,15,20,4.31,6.7,93.3,1,20,5,100,65,35,20,20,0,0,0,0,15,0,10,15,0,5,0,35,5,5,5,0,0,10,0,10,0,0,10,5,0,0,0,0,20,10,5,0,5,0,0,10,0,5,5,0,0,0,0,0,5,0,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so miserable i want my life back,Yes,9,-0.333333333,11.11111111,33.33333333,1,1,98.01,1,9,11.11,100,66.67,33.33,33.33,33.33,0,0,0,0,0,0,0,11.11,22.22,11.11,0,22.22,0,0,0,0,0,11.11,0,11.11,11.11,0,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i also have a hard time keeping to home workouts adhd can be a bitch when it comes to keeping myself on task,Yes,23,-0.312771621,13.04347826,8.695652174,47.75,9.62,80.16,1,23,13.04,82.61,56.52,13.04,8.7,8.7,0,0,0,0,4.35,8.7,13.04,13.04,8.7,8.7,0,13.04,4.35,0,4.35,0,0,4.35,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,4.35,0,4.35,0,0,0,0,0,0,0,0,0,17.39,0,17.39,4.35,4.35,8.7,0,4.35,4.35,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
working out at home sucks &amp i miss that general sense of accountability from others that we used to get when we regularly interacted with people,Yes,26,-0.009805807,7.692307692,3.846153846,74.94,87.57,83.83,1,26,19.23,96.15,53.85,23.08,11.54,3.85,7.69,0,0,0,11.54,0,23.08,0,7.69,3.85,0,19.23,3.85,0,3.85,0,0,7.69,0,7.69,0,3.85,3.85,15.38,0,0,0,0,11.54,3.85,3.85,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,19.23,11.54,3.85,0,3.85,0,3.85,11.54,0,15.38,0,7.69,7.69,3.85,0,3.85,3.85,0,0,3.85,3.85,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,3.85
sorry if my concern seems unwarranted,Yes,6,-0.653197265,50,16.66666667,18.82,1,98.01,1,6,33.33,83.33,33.33,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,33.33,16.67,0,16.67,33.33,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i should be spending these years travelling and enjoying my life but instead i am at home doing fucking nothing and getting more and more depressed and suicidal as the days go by,Yes,33,-0.687606741,9.090909091,9.090909091,13.54,1.75,70.57,1.59,33,27.27,96.97,57.58,12.12,9.09,9.09,0,0,0,0,3.03,3.03,9.09,12.12,3.03,18.18,3.03,21.21,12.12,9.09,0,0,6.06,9.09,3.03,6.06,0,3.03,3.03,0,0,0,0,0,12.12,0,0,3.03,0,3.03,6.06,0,0,0,0,6.06,0,3.03,3.03,0,3.03,0,0,0,3.03,0,0,9.09,0,12.12,3.03,3.03,6.06,0,0,3.03,3.03,0,3.03,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sure but i should have known for myself earlier why my eyes glaze over whenever my coworkers talk about their kids,Yes,21,-0.611555637,4.761904762,19.04761905,5.89,31.71,99,95.81,21,14.29,95.24,61.9,23.81,23.81,19.05,0,0,0,4.76,0,0,14.29,9.52,14.29,9.52,0,19.05,4.76,4.76,9.52,0,0,4.76,4.76,0,0,0,0,19.05,0,0,0,0,23.81,4.76,4.76,4.76,0,4.76,4.76,4.76,4.76,0,0,4.76,4.76,0,0,0,4.76,0,0,4.76,0,0,9.52,9.52,0,14.29,0,4.76,9.52,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
